cluster_0_name	cluster_1_name	cluster_2_name	cluster_3_name	cluster_4_name	cluster_5_name	cluster_6_name	cluster_7_name
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY SECRETARIES, CONFERENCES, AND POLICY COMMITTEES	Utilization of funds for specialized training of professional staff for Majority and Minority Conference Committee of Senate				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY SECRETARIES, CONFERENCES, AND POLICY COMMITTEES	Services of consultants to Majority and Minority Conference Committee of Senate				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY SECRETARIES, CONFERENCES, AND POLICY COMMITTEES	Appointment and compensation of employees by Secretary of Conference of Majority of Senate and Secretary of Conference of Minority of Senate				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY SECRETARIES, CONFERENCES, AND POLICY COMMITTEES	Payment of expenses of Conference of Majority and Conference of Minority from Senate contingent fund				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY SECRETARIES, CONFERENCES, AND POLICY COMMITTEES	Offices of the Secretaries of the Conference of the Majority and the Conference of the Minority				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY SECRETARIES, CONFERENCES, AND POLICY COMMITTEES	Salaries and expenses for Senate Majority and Minority Policy Committees and Senate Majority and Minority Conference Committees				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY SECRETARIES, CONFERENCES, AND POLICY COMMITTEES	Appointment and compensation of employees by Secretaries for Senate Majority and Minority; gross compensation				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY SECRETARIES, CONFERENCES, AND POLICY COMMITTEES	Compensation of Secretaries for Senate Majority and Minority				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY LEADERS AND WHIPS	Transfer of funds from appropriations account of Majority and Minority Whips of Senate to appropriations account, Miscellaneous Items, within Senate contingent fund				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY LEADERS AND WHIPS	Transfer of funds from appropriations account of Majority and Minority Leaders of Senate to appropriations account, Miscellaneous Items, within Senate contingent fund				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY LEADERS AND WHIPS	Transfer of funds from representation allowance of Majority and Minority Leaders of Senate to expense allowance; availability; definitions				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY LEADERS AND WHIPS	Representation Allowance Account for Majority and Minority Leaders of Senate				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY LEADERS AND WHIPS	Compensation and appointment of employees by Senate Majority and Minority Whips				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY LEADERS AND WHIPS	Chiefs of Staff for Senate Majority and Minority Leaders; appointment; compensation				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY LEADERS AND WHIPS	Assistants to Senate Majority and Minority Leaders for Floor Operations; establishment of positions; appointment; compensation				
THE CONGRESS	SENATE LEADERSHIP	MAJORITY AND MINORITY LEADERS AND WHIPS	Appointment of employees by Senate Majority and Minority Leaders; compensation				
THE CONGRESS	SENATE LEADERSHIP	VICE PRESIDENT AND PRESIDENT PRO TEMPORE	Long-distance telephone calls for Vice President				
THE CONGRESS	SENATE LEADERSHIP	VICE PRESIDENT AND PRESIDENT PRO TEMPORE	Stationery allowance for President of Senate				
THE CONGRESS	SENATE LEADERSHIP	VICE PRESIDENT AND PRESIDENT PRO TEMPORE	Special delivery postage allowance for President of Senate				
THE CONGRESS	SENATE LEADERSHIP	VICE PRESIDENT AND PRESIDENT PRO TEMPORE	Expense allowance of President pro tempore of Senate; methods of payment; taxability				
THE CONGRESS	SENATE LEADERSHIP	VICE PRESIDENT AND PRESIDENT PRO TEMPORE	Appointment and compensation of Administrative Assistant, Legislative Assistant, and Executive Secretary for Deputy President pro tempore of Senate				
THE CONGRESS	SENATE LEADERSHIP	VICE PRESIDENT AND PRESIDENT PRO TEMPORE	Appointment and compensation of employees by President pro tempore of Senate				
THE CONGRESS	SENATE LEADERSHIP	VICE PRESIDENT AND PRESIDENT PRO TEMPORE	Compensation of Deputy President pro tempore of Senate				
THE CONGRESS	SENATE LEADERSHIP	VICE PRESIDENT AND PRESIDENT PRO TEMPORE	Compensation of President pro tempore of Senate				
THE CONGRESS	SENATE LEADERSHIP	GENERAL	Expense allowance of Majority and Minority Leaders of Senate; expense allowance of Majority and Minority Whips; methods of payment; taxability				
THE CONGRESS	SENATE LEADERSHIP	GENERAL	Transfer of funds from appropriations account of the Office of the Vice President and the Offices of the Secretaries for the Majority and Minority to the Senate contingent fund				
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Member of commission, board, etc., appointed by President pro tempore of Senate; recommendation process; applicability					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Adjournment					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Compensation of employees					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Senate resolutions for investigations; limit of cost					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Fees for witnesses requested to appear before Majority Policy Committee or Minority Policy Committee					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Restriction on payment of witness fees or travel and subsistence expenses to persons subpenaed by Congressional committees					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Fees of witnesses in District of Columbia					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Request by Congressional committees to officers or employees of Federal departments, agencies, etc., concerned with foreign countries or multilateral organizations for expression of views and opinions					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Certification of failure to testify or produce; grand jury action					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Privilege of witnesses					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Refusal of witness to testify or produce papers					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Oaths to witnesses					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Subpoena for taking testimony; compensation of officers and witnesses; return of depositions					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Private claims pending before Congress; taking of testimony					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Nonconsideration of certain private bills and resolutions					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	General appropriation bills					
THE CONGRESS	CONGRESSIONAL AND COMMITTEE PROCEDURE; INVESTIGATIONS	Legislative review by standing committees of the Senate and the House of Representatives					
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	SERGEANT AT ARMS	Arrangements for attendance at funeral of deceased House Members; payment of funeral expenses and expenses of attending funeral rites				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	SERGEANT AT ARMS	Law enforcement authority of Sergeant at Arms				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	SERGEANT AT ARMS	Duties of Sergeant at Arms				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	SERGEANT AT ARMS	Symbol of office of Sergeant at Arms				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	SERGEANT AT ARMS	Tenure of office of Sergeant at Arms				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	SERGEANT AT ARMS	Sergeant at Arms of House; additional compensation				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	MEDIA SERVICES	Media support services				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	INTERPARLIAMENTARY AFFAIRS	Office of Interparliamentary Affairs				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	INTERPARLIAMENTARY AFFAIRS	Participation by House in interparliamentary institutions; reception of members of foreign legislative bodies and foreign officials; meetings with Government officials				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL COUNSEL	Office of General Counsel of House; administrative provisions				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CORRECTIONS CALENDAR OFFICE	Transfer of positions in Corrections Calendar Office				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CORRECTIONS CALENDAR OFFICE	Effective date				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CORRECTIONS CALENDAR OFFICE	Lump sum allowance for Corrections Calendar Office				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CORRECTIONS CALENDAR OFFICE	Corrections Calendar Office				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CLERK	Index to House daily calendar				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CLERK	Preservation of reports, statements, or documents filed with Clerk of House				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CLERK	Reporters for House of Representatives				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	House Intern Resource Office				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Payments to ensure continuing availability of goods and services during the coronavirus emergency				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Emergency expenditures for meals, refreshments, and other support and maintenance				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Support services for House during emergency; memorandum of understanding with an executive agency				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	House Services Revolving Fund				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Deposit of House Information Resources reimbursements for services				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Rebates under Government Travel Charge Card Program				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Regulations for safe handling of mail matter				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Fees for internal delivery in House of Representatives of nonpostage mail from outside sources				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Disposal of used or surplus furniture and equipment by Chief Administrative Officer of House; procedure; deposit of receipts				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Commissions and charges for public telephone or telecommunications services; deposit of receipts				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Net Expenses of Telecommunications Revolving Fund				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Net Expenses of Equipment Revolving Fund				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Office equipment for House Members, officers, and committees				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Report of disbursements for House of Representatives				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	House revolving fund for stationery allowances; disposition of moneys from stationery sales; availability of unexpended balances				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	House of Representatives Revolving Fund				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Advance payments				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHIEF ADMINISTRATIVE OFFICER	Program to increase employment opportunities in House of Representatives for individuals with disabilities				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	CHAPLAIN	Compensation of Chaplain of House				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	Green and Gold Congressional Aide Program				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	House of Representatives Modernization Initiatives Account				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	Use of available balances of expired appropriations				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	Transfer of funds				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	Providing assistance to House of Representatives in response to cybersecurity events				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	Incidental use of equipment and supplies				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	Account in House of Representatives for Employees' Compensation Fund				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	Transfers of amounts appropriated for House				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	Appropriations for expenses of House; restrictions				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	Payments from applicable accounts of House of Representatives				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	Officers of Senate				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	Actions against officers for official acts				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	House emergency operations positions				
THE CONGRESS	HOUSE OF REPRESENTATIVES OFFICERS AND ADMINISTRATION	GENERAL	Temporary appointments in case of vacancies or incapacity of House officers; compensation				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EXPENSES AND ALLOWANCES	Delivery of Congressional Pictorial Directory				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EXPENSES AND ALLOWANCES	Delivery of Daily Calendar				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EXPENSES AND ALLOWANCES	Delivery of reports of disbursements				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EXPENSES AND ALLOWANCES	Limitation on printed copies of U.S. Code to House				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EXPENSES AND ALLOWANCES	Delivery of Congressional Record				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EXPENSES AND ALLOWANCES	Delivery of bills and resolutions				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EXPENSES AND ALLOWANCES	Transportation of official records and papers to House Member's district				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EXPENSES AND ALLOWANCES	Annotated United States Code for Members of House of Representatives to be paid for from Members' Representational Allowance				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EXPENSES AND ALLOWANCES	Payments and reimbursements for certain House staff expenses				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EXPENSES AND ALLOWANCES	Staff expenses for House Members attending organizational caucus or conference				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EXPENSES AND ALLOWANCES	Reimbursement of transportation expenses for employees in office of House Member				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EXPENSES AND ALLOWANCES	Representational allowance for Members of House of Representatives				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EMPLOYEES	Vouchers				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EMPLOYEES	Authority to prescribe regulations				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EMPLOYEES	Termination of service of Members of House				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EMPLOYEES	"""Member of the House"" defined"				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EMPLOYEES	Performance of duties by clerical assistants of dead or resigned Member of House				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EMPLOYEES	Pay of clerical assistants as affected by death or resignation of Member of House				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EMPLOYEES	Pay of clerical assistants as affected by death of Senator or Representative				
THE CONGRESS	HOUSE OF REPRESENTATIVES MEMBERS	EMPLOYEES	Allowance for compensation of interns in member offices				
